ResursId,Produktnamn,Kategori,Version,Uppdaterad,"A1-A3 resursens klimatpåverkan, konservativt värde",A4 transporters klimatpåverkan GWP-GHG,"A5 byggspills klimatpåverkan GWP-GHG, konservativt värde",Enhet för klimatpåverkan,"A1-A3 byggproduktens klimatpåverkan GWP-GHG, typiskt värde","Energislagets klimatpåverkan GWP-GHG, typiskt värde",A1-A3 faktor för konservativa värden,A5 faktor för byggspill,Teknisk livslängd,Omräkningsfaktor,Enhet för omräkningsfaktor,Beräknat biogeniskt kol,Produktstandard,Komponentkod enligt BK04,Komponentnamn enligt BK04,Produktens användningsområde,Användning av klimatdata,Bakgrund till värdet A1-A3 resursens klimatpåverkan,Teknisk beskrivning,Bakgrund till värdet A4 transport,Konsumtion på svenska marknaden,Kommentar till teknisk livslängd,Beskrivning av byggproduktens insamlade information över tid,Föreslagna generiska värden,Transporttyp Närdistribution,Bränsle Närdistribution,Avstånd(km) Närdistribution, MJ/Tonkm Närdistribution,Transporttyp Fabrik till byggarbetsplats,Bränsle Fabrik till byggarbetsplats,Avstånd(km) Fabrik till byggarbetsplats, MJ/Tonkm Fabrik till byggarbetsplats,Transporttyp Import till gräns/lager,Bränsle Import till gräns/lager,Avstånd(km) Import till gräns/lager, MJ/Tonkm Import till gräns/lager,Transporttyp Fabrik till återförsäljare/lager,Bränsle Fabrik till återförsäljare/lager,Avstånd(km) Fabrik till återförsäljare/lager, MJ/Tonkm Fabrik till återförsäljare/lager,Transporttyp Från gräns/lager till återförsäljare eller byggarbetsplats,Bränsle Från gräns/lager till återförsäljare eller byggarbetsplats,Avstånd(km) Från gräns/lager till återförsäljare eller byggarbetsplats, MJ/Tonkm Från gräns/lager till återförsäljare eller byggarbetsplats
6000000112,"Fönsterdörr, trä/aluminium, halvglasad, 3-glas","Fönster, dörrar och glas",02.06.000,2024-12-12,3.13,0.0417,0,kg CO₂e/kg,2.5,,1.25,1,>50 år,32.4,kg/m²,0.1,EN 14351-1:2006+A1:2010,04103,Utåtgående fönster trä/aluminium,Fönster görs fasta eller öppningsbara. Även en balkong- eller terrassdörrar omfattas här av denna produktgrupp.,Data är representativa för ett målat fönster av trä som är klätt med aluminium och en 3-glas isolerruta.,GWP-GHG (A1-A3) för trä/aluminium-fönster varierar mellan1.8-2.5 kg CO₂e/kg beroende på fönstertyp. LCA-värdena baseras på EPDer från Sverige.,Skillnaden i tillverkningsprocessen och fönstrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för fönstertillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km) 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här satta till 50 år,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,Ett fönster har olika U-värde som måste beaktas vid en produktjämförelse. Vidare måste ytvikten beaktas som för medelvärdes fönstret är 32.4 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000113,"Fönsterdörr, trä, helglasad, 3-glas","Fönster, dörrar och glas",02.06.000,2024-12-12,2.5,0.0417,0,kg CO₂e/kg,2,,1.25,1,>50 år,34.7,kg/m²,0.2,EN 14351-1:2006+A1:2010,04103,Utåtgående fönster trä/aluminium,Fönster görs fasta eller öppningsbara. Även en balkong- eller terrassdörrar omfattas här av denna produktgrupp.,Data är representativa för ett målat fönster av trä och en 3-glas isolerruta.,GWP-GHG (A1-A3) för trä-fönster varierar mellan 1.7-2.4 kg CO₂e/kg beroende på fönstertyp. LCA-värdena baseras på EPDer från Sverige.,Skillnaden i tillverkningsprocessen och fönstrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för fönstertillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km) 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här är satt till 50 år.,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,Ett fönster har olika U-värde som måste beaktas vid en produktjämförelse. Vidare måste ytvikten beaktas som för medelvärdes fönstret är 34.7 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000114,"Fönsterdörr, trä/aluminium, helglasad, 3-glas","Fönster, dörrar och glas",02.06.000,2024-12-12,2.75,0.0417,0,kg CO₂e/kg,2.2,,1.25,1,>50 år,36.0,kg/m²,0.1,EN 14351-1:2006+A1:2010,04103,Utåtgående fönster trä/aluminium,Fönster görs fasta eller öppningsbara. Även en balkong- eller terrassdörrar omfattas här av denna produktgrupp.,Data är representativa för ett målat fönster av trä som är klätt med aluminium och en 3-glas isolerruta.,GWP-GHG (A1-A3) för trä/aluminium-fönster varierar mellan 1.8-2.5 kg CO₂e/kg beroende på fönstertyp. LCA-värdena baseras på EPDer från Sverige.,Skillnaden i tillverkningsprocessen och fönstrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för fönstertillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km) 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här är satt till 50 år.,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,Ett fönster har olika U-värde som måste beaktas vid en produktjämförelse. Vidare måste ytvikten beaktas som för medelvärdes fönstret är 36.0 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000115,"Ytterdörr, stål, massiv ","Fönster, dörrar och glas",02.06.000,2024-12-13,3.49,0.0417,0,kg CO₂e/kg,2.79,,1.25,1,>50 år,29.4,kg/m²,,EN 14351-1:2006+A1:2010,04001,Ytterdörrar,Dörren är designad för användning i bostadsbyggnader och lokaler,Uppgifterna är representativa för en lackerad ståldörr som kan användas som ytterdörr,GWP-GHG (A1-A3) för en dörr beror på vilket material som används och kan variera. LCA-värdena är baserade på mycket få EPD för dörrar som används i Sverige.,Skillnaden i tillverkningsprocessen och dörrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för dörrtillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här satta till 50 år,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,En dörr har olika U-värden som måste beaktas när man jämför produkter som används exponerade för utomhusmiljö. Andra aspekter som brandmotstånd och ljudreducering måste också beaktas om det är relevant. Vidare måste ytvikten beaktas som för medelvärdesdörren är 29.4 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000116,"Ytterdörr utan glas, rostfritt stål","Fönster, dörrar och glas",02.06.000,2024-12-13,5.69,0.0417,0,kg CO₂e/kg,4.55,,1.25,1,>50 år,32.9,kg/m²,,EN 14351-1:2006+A1:2010,04001,Ytterdörrar,Dörren är designad för användning i bostadsbyggnader och lokaler,Uppgifterna är representativa för en ståldörr med rostfritt stål som kan användas som ytterdörr,GWP-GHG (A1-A3) för en dörr beror på vilket material som används och kan variera. LCA-värdena är baserade på mycket få EPD för dörrar som används i Sverige.,Skillnaden i tillverkningsprocessen och dörrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för dörrtillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 500 km och 40 km lastbil (1,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här satta till 50 år,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,En dörr har olika U-värden som måste beaktas när man jämför produkter som används exponerade för utomhusmiljö. Andra aspekter som brandmotstånd och ljudreducering måste också beaktas om det är relevant. Vidare måste ytvikten beaktas som för medelvärdesdörren är 32.9 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000117,"Innerdörr utan glas, stål","Fönster, dörrar och glas",02.06.000,2024-12-13,3.23,0.0417,0,kg CO₂e/kg,2.58,,1.25,1,>50 år,46.7,kg/m²,,EN 14351-1:2006+A1:2010,04007,Massiva innerdörrar oklassade,Dörren är designad för användning i bostadsbyggnader och lokaler.,Uppgifterna är representativa för en lackerad ståldörr som används inomhus.,GWP-GHG (A1-A3) för en dörr beror på vilket material som används och kan variera. LCA-värdena är baserade på mycket få EPD för dörrar som används i Sverige.,Skillnaden i tillverkningsprocessen och dörrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för dörrtillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men mindre import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här satta till 50 år.,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras.,En dörr har olika U-värden som måste beaktas när man jämför produkter som används exponerade för utomhusmiljö. Andra aspekter som brandmotstånd och ljudreducering måste också beaktas om det är relevant. Vidare måste ytvikten beaktas som för medelvärdesdörr är 46.7 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000118,"Ytterdörr utan glas, trä","Fönster, dörrar och glas",02.06.000,2024-12-13,1.88,0.0417,0,kg CO₂e/kg,1.5,,1.25,1,>50 år,27.7,kg/m²,0.4,EN 14351-1:2006+A1:2010,04001,Ytterdörrar,Dörren är designad för användning i bostadsbyggnader och lokaler,Uppgifterna är representativa för en träbaserad dörr som kan användas som ytterdörr,GWP-GHG (A1-A3) för en dörr beror på vilket material som används och kan variera. LCA-värdena är baserade på mycket få EPD för dörrar som används i Sverige.,Skillnaden i tillverkningsprocessen och dörrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för dörrtillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här är satt till 50 år.,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,En dörr har olika U-värden som måste beaktas när man jämför produkter som används exponerade för utomhusmiljö. Andra aspekter som brandmotstånd och ljudreducering måste också beaktas om det är relevant. Vidare måste ytvikten beaktas som för medelvärdesdörren är 23.9 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000119,"Tamburdörr utan glas, trä","Fönster, dörrar och glas",02.06.000,2024-12-13,1.29,0.0417,0,kg CO₂e/kg,1.03,,1.25,1,>50 år,26.1,kg/m²,0.4,EN 14351-1:2006+A1:2010,04005,Specialdörrar,Dörren är designad för användning i bostadsbyggnader och lokaler,Uppgifterna är representativa för en träbaserad dörr som kan användas inomhus,GWP-GHG (A1-A3) för en dörr beror på vilket material som används och kan variera. LCA-värdena är baserade på mycket få EPD för dörrar som används i Sverige.,Skillnaden i tillverkningsprocessen och dörrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för dörrtillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här satta till 50 år,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,En dörr har olika U-värden som måste beaktas när man jämför produkter som används exponerade för utomhusmiljö. Andra aspekter som brandmotstånd och ljudreducering måste också beaktas om det är relevant. Vidare måste ytvikten beaktas som för medelvärdesdörren är 23 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000120,"Innerdörr utan glas, laminerat trä, ljud och brandklassad","Fönster, dörrar och glas",02.06.000,2024-12-19,0.388,0.0417,0,kg CO₂e/kg,0.31,,1.25,1,>50 år,27.1,kg/m²,0.4,EN 14351-1:2006+A1:2010,04008,Massiva innerdörrar klassade,Dörren är designad för användning i bostadsbyggnader och lokaler,Uppgifterna är representativa för en träbaserad dörr som kan användas inomhus,GWP-GHG (A1-A3) för en dörr beror på vilket material som används och kan variera. LCA-värdena är baserade på mycket få EPD för dörrar som används i Sverige.,Skillnaden i tillverkningsprocessen och dörrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för dörrtillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här satta till 50 år,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,En dörr har olika U-värden som måste beaktas när man jämför produkter som används exponerade för utomhusmiljö. Andra aspekter som brandmotstånd och ljudreducering måste också beaktas om det är relevant. Vidare måste ytvikten beaktas som för medelvärdesdörren är 27.1 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000121,"Innerdörr utan glas, slät eller spegeldörr, oklassad ","Fönster, dörrar och glas",02.06.000,2024-12-19,0.225,0.0417,0,kg CO₂e/kg,0.18,,1.25,1,>50 år,16.5,kg/m²,0.4,EN 14351-1:2006+A1:2010,04007,Massiva innerdörrar oklassade,Dörren är designad för användning i bostadsbyggnader och lokaler,Uppgifterna är representativa för en träbaserad dörr som kan användas inomhus,GWP-GHG (A1-A3) för en dörr beror på vilket material som används och kan variera. LCA-värdena är baserade på mycket få EPD för dörrar som används i Sverige.,Skillnaden i tillverkningsprocessen och dörrens sammansättning är liten mellan de svenska tillverkarna. Specifika data har använts för dörrtillverkningen och främst generiska LCA-data för olika insatsvaror.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 500 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men minde import förekommer.",Livslängden beror på underhåll av produkten men är normalt lika med livslängden fram till en framtida betydande ombyggnad vilket här satta till 50 år,Uppgifterna är representativa för den typ av fönster som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,En dörr har olika U-värden som måste beaktas när man jämför produkter som används exponerade för utomhusmiljö. Andra aspekter som brandmotstånd och ljudreducering måste också beaktas om det är relevant. Vidare måste ytvikten beaktas som för medelvärdesdörren är 16.5 kg/m².,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
6000000122,Planglas,"Fönster, dörrar och glas",02.06.000,2024-12-20,1.45,0.0348,0.297,kg CO₂e/kg,1.16,,1.25,1.2,>50 år,2500.0,kg/m³,,EN 12150,04102,Glasvaror,"Planglas används som råvara för fönstertillverkning eller isolerrutor och hanteras normalt sett inte på byggarbetsplatsen. Planglas (flat glass, FG) avser både obelagt och belagt planglas. Planglas är ett klart sodakalksilikatglas med parallella, brandpolerade ytor, i vissa fall med metalloxidbaserade beläggningar för att modifiera glasets strålningsegenskaper (värmeisolering och/eller solskydd).",Data är representativa för ett obehandlat planglas.,GWP-GHG (A1-A3) för planglas varierar mellan 0.95-1.2 kg CO₂e/kg beroende på leverantör. LCA-värdena baseras på de största importörerna till Sverige och deras EPDer,"Skillnaden i tillverkningsprocessen och floatglasets sammansättning är liten mellan tillverkarna. Allt floatglas importeras till Sverige, främst från europeiska länder, och tillverkas enligt europeisk standarder.","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 400 km långdistans och 40 km lastbil närdistribution (2,5 MJ/ton km). Svensk dieselmix används.",Konsumtionen i Sverige består av import från främst Europa.,"Livslängden är i princip oändlig men är i praktiken lika med att det glasade byggnadselementet som glaset är en del av rivs, vilket här satta till 50 år.",Uppgifterna är representativa för den typ av planglas som används på den svenska marknaden. Uppgifterna är giltiga tills nya publiceras,"Planglas har olika tjocklekar (4 mm är vanligt) och kan ytbehandlas, men detta påverkar inte GWP-GHG (A1-3) nämnvärt per kg räknat",,,0,0,,,0,0,,,0,0,,,0,0,,,0,0
6000000123,"Stenull, skivor och rullar",Isolering,02.06.000,2024-12-13,1.6,0.0348,0.114,kg CO₂e/kg,1.28,,1.25,1.07,>50 år,29.0,kg/m³,,EN 13162,01301,Mineralull,Stenull används som värmeisolering och ibland också som ljudisolering eller som en kombinerad funktion. Denna produkttyp av stenull är tillverkad med en avsedd användning i en skyddad miljö.,"Data är representativa för produkttypen stenull, av skivor och rullar innehåller alla typer av värmeisolering som inte innehåller någon ytbeläggning etc. Om ytbeläggning ingår bör ett mer exakt och exakt data väljas och sådana produkter har normalt en något högre inverkan per kg","GWP-GHG (A1-A3) gäller för icke-belagd stenull, skivor och rullar. GWP kan variera mellan 0,6-1,6 kg CO₂e/kg baserat på tillverkare. De genomsnittliga datavärdena är baserade på EPD och marknadsandelar från följande länder (i ordning efter antagen marknadsandel): Sverige, Danmark, Tyskland, Finland och Norge.","Stenull produceras i en elektrisk ugn eller vanligare en kupolugn och processen inkluderar också ytterligare energivaror som tillsammans med mineralråvaran som används bidrar till GWP. Mängden bindemedel är cirka 5 till 10 %. Det är en mindre variation av densiteten för samma lambda-värde mellan olika tillverkare, men värdena på densitet som anges här och lambda-värdet är representativa för de produkter som används på den svenska marknaden.","Påverkan baseras på en transport med lastbil (1 MJ/ton km) 400 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av nordiska producenter (i relativ ordning): Sverige, Danmark, Tyskland. Finland och Norge.",Livslängden är normalt lika med den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocessen och produkter som för närvarande konsumeras på  den svenska marknaden,För att bedöma värmeisolering måste lambdavärdet användas i kombination med att olika produktalternativ har olika densiteter. Med andra ord kan värmeisolering inte jämföras per kg utan i en given byggtillämpning. Materialdata för den generiska resursen är enligt följande: densitet 29 kg/m³ och lambda-värde 0.036 W/(mK).,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",400,1,,,0,0
6000000124,"Stenull, putsskiva",Isolering,02.06.000,2024-12-13,1.61,0.0348,0.115,kg CO₂e/kg,1.29,,1.25,1.07,>50 år,70.0,kg/m³,,EN 13162,01301,Mineralull,Stenull används som värmeisolering och ibland också som ljudisolering eller som en kombinerad funktion. Denna produkttyp av stenull är tillverkad med en avsedd användning i en skyddad miljö,"Data är representativa för produkttypen stenull, av skivor och rullar innehåller alla typer av värmeisolering som inte innehåller någon ytbeläggning etc. Om ytbeläggning ingår bör ett mer exakt och exakt data väljas och sådana produkter har normalt en något högre inverkan per kg","GWP-GHG (A1-A3) gäller för icke-belagd stenull, skivor och rullar. GWP kan variera mellan 0,6-1,6 kg CO₂e/kg baserat på tillverkare. De genomsnittliga datavärdena är baserade på EPD och marknadsandelar från följande länder (i ordning efter antagen marknadsandel): Sverige, Danmark, Tyskland, Finland och Norge.","Stenull produceras i en elektrisk ugn eller vanligare en kupolugn och processen inkluderar också ytterligare energivaror som tillsammans med mineralråvaran som används bidrar till GWP. Mängden bindemedel är cirka 5 till 10 %. Det är en mindre variation av densiteten för samma lambda-värde mellan olika tillverkare, men värdena på densitet som anges här och lambda-värdet är representativa för de produkter som används på den svenska marknaden.","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 400 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.
","Konsumtionen i Sverige domineras av nordiska producenter (i relativ ordning): Sverige, Danmark, Tyskland, Finland och Norge.",Livslängden är normalt lika med den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocessen och produkter som för närvarande konsumeras på  den svenska marknaden,För att bedöma värmeisolering måste lambdavärdet användas i kombination med att olika produktalternativ har olika densiteter. Med andra ord kan värmeisolering inte jämföras per kg utan i en given byggtillämpning. Materialdata för den generiska resursen är enligt följande: densitet 70 kg/m³ och lambda-värde 0.033 W/(mK).,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",400,1,,,0,0
6000000125,"Stenull, fasadskiva",Isolering,02.06.000,2024-12-13,1.61,0.0348,0.115,kg CO₂e/kg,1.29,,1.25,1.07,>50 år,80.0,kg/m³,,EN 13162,01301,Mineralull,Stenull används som värmeisolering och ibland också som ljudisolering eller som en kombinerad funktion. Denna produkttyp av stenull är tillverkad med en avsedd användning i en skyddad miljö,"Data är representativa för produkttypen stenull, av skivor och rullar innehåller alla typer av värmeisolering som inte innehåller någon ytbeläggning etc. Om ytbeläggning ingår bör ett mer exakt och exakt data väljas och sådana produkter har normalt en något högre inverkan per kg","GWP-GHG (A1-A3) gäller för icke-belagd stenull, skivor och rullar. GWP kan variera mellan 0,6-1,6 kg CO₂e/kg baserat på tillverkare. De genomsnittliga datavärdena är baserade på EPD och marknadsandelar från följande länder (i ordning efter antagen marknadsandel): Sverige, Danmark, Tyskland, Finland och Norge.","Stenull produceras i en elektrisk ugn eller vanligare en kupolugn och processen inkluderar också ytterligare energivaror som tillsammans med mineralråvaran som används bidrar till GWP. Mängden bindemedel är cirka 5 till 10 %. Det är en mindre variation av densiteten för samma lambda-värde mellan olika tillverkare, men värdena på densitet som anges här och lambda-värdet är representativa för de produkter som används på den svenska marknaden.","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 400 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.
","Konsumtionen i Sverige domineras av nordiska producenter (i relativ ordning): Sverige, Danmark, Tyskland, Finland och Norge.",Livslängden är normalt lika med den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocessen och produkter som för närvarande konsumeras på  den svenska marknaden,För att bedöma värmeisolering måste lambdavärdet användas i kombination med att olika produktalternativ har olika densiteter. Med andra ord kan värmeisolering inte jämföras per kg utan i en given byggtillämpning. Materialdata för den generiska resursen är enligt följande: densitet 80 kg/m³ och lambda-värde 0.033 W/(mK).,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",400,1,,,0,0
6000000126,"Stenull, markskiva",Isolering,02.06.000,2024-12-13,1.6,0.0348,0.114,kg CO₂e/kg,1.28,,1.25,1.07,>50 år,140.0,kg/m³,,EN 13162,01301,Mineralull,Markskivor av stenull används som värmeisolering inne och ute,"Data är representativa för produkttypen stenull, av skivor och rullar innehåller alla typer av värmeisolering som inte innehåller någon ytbeläggning etc. Om ytbeläggning ingår bör ett mer exakt och exakt data väljas och sådana produkter har normalt en något högre inverkan per kg","GWP-GHG (A1-A3) gäller för icke-belagd stenull, skivor och rullar. GWP kan variera mellan 0,6-1,6 kg CO₂e/kg baserat på tillverkare. De genomsnittliga datavärdena är baserade på EPD och marknadsandelar från följande länder (i ordning efter antagen marknadsandel): Sverige, Danmark, Tyskland, Finland och Norge.","Stenull produceras i en elektrisk ugn eller vanligare en kupolugn och processen inkluderar också ytterligare energivaror som tillsammans med mineralråvaran som används bidrar till GWP. Mängden bindemedel är cirka 5 till 10 %. Det är en mindre variation av densiteten för samma lambda-värde mellan olika tillverkare, men värdena på densitet som anges här och lambda-värdet är representativa för de produkter som används på den svenska marknaden.","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 400 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.
","Konsumtionen i Sverige domineras av nordiska producenter (i relativ ordning): Sverige, Danmark, Tyskland, Finland och Norge.",Livslängden är normalt lika med den konstruktion den är en del av,Uppgifterna är representativa för tillverkningsprocessen och produkter som för närvarande konsumeras på  den svenska marknaden,För att bedöma värmeisolering måste lambdavärdet användas i kombination med att olika produktalternativ har olika densiteter. Med andra ord kan värmeisolering inte jämföras per kg utan i en given byggtillämpning. Materialdata för den generiska resursen är enligt följande: densitet 140 kg/m³ och lambda-värde 0.037 W/(mK).,"Lastbil, regiontransport","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",400,1,,,0,0
